,train_RMSE,train_MAE,train_R2,valid_RMSE,valid_MAE,valid_R2
1,5.478147983551025,4.304481506347656,-116.45999908447266,4.809248447418213,3.6300716400146484,-806.9407958984375
2,4.164952754974365,2.99261736869812,-29.176193237304688,3.902970314025879,2.8363571166992188,-1697.5592041015625
3,3.835110902786255,2.7478551864624023,-640.7666625976562,3.8537118434906006,2.8314545154571533,-1115.142578125
4,3.7971091270446777,2.7265331745147705,-499.4521484375,3.810659408569336,2.7918028831481934,-358.552490234375
5,3.6740663051605225,2.6536128520965576,-47.68952941894531,3.5425643920898438,2.619412422180176,-15.507671356201172
6,3.4363596439361572,2.5212466716766357,-7.920868873596191,3.3331995010375977,2.4596645832061768,-5.337309837341309
7,3.2450718879699707,2.3806755542755127,-3.836367130279541,3.1235899925231934,2.342771291732788,-2.369494676589966
8,3.0618672370910645,2.2645986080169678,-2.0224719047546387,2.924091100692749,2.170233726501465,-1.438063621520996
9,2.890371561050415,2.1376280784606934,-1.0120701789855957,2.7756288051605225,2.0666444301605225,-0.633562445640564
10,2.7764666080474854,2.0534095764160156,-0.5307519435882568,2.691843032836914,2.023623466491699,-0.3682461977005005
11,2.6593985557556152,1.955673098564148,-0.26448607444763184,2.597085952758789,1.94389808177948,-0.02244865894317627
12,2.5822489261627197,1.8890612125396729,-0.048218369483947754,2.531917095184326,1.8958944082260132,0.0027893781661987305
13,2.4760019779205322,1.8078935146331787,0.06611204147338867,2.413259744644165,1.7982456684112549,0.17288309335708618
14,2.3381540775299072,1.660457968711853,0.22331291437149048,2.2799079418182373,1.6683533191680908,0.2810150980949402
15,2.215630292892456,1.5617302656173706,0.3825289011001587,2.203143358230591,1.5779668092727661,0.37737393379211426
16,2.164642572402954,1.5207934379577637,0.43831688165664673,2.151630401611328,1.5614277124404907,0.48146480321884155
17,2.0942535400390625,1.4712969064712524,0.48450160026550293,2.1219534873962402,1.516984224319458,0.4965718984603882
18,2.0422897338867188,1.4479517936706543,0.5559555292129517,2.068061351776123,1.5107924938201904,0.5505197048187256
19,2.0050573348999023,1.4306414127349854,0.5593501925468445,2.0505483150482178,1.5216732025146484,0.5047180652618408
20,1.9107203483581543,1.376479148864746,0.6144444942474365,1.97891366481781,1.4355168342590332,0.5844100713729858
21,6.036803245544434,4.90957498550415,-58242.09765625,6.03079891204834,4.886859893798828,-319465.28125
22,5.972133636474609,4.838403701782227,-34499.7265625,5.960751056671143,4.810789585113525,-80024.6640625
23,5.88566255569458,4.743042945861816,-11850.17578125,5.849667549133301,4.6909685134887695,-19709.798828125
24,5.729757308959961,4.571749687194824,-2834.365234375,5.645862102508545,4.477113246917725,-4509.6123046875
25,5.489483833312988,4.315642356872559,-1181.2459716796875,5.380019187927246,4.199961185455322,-1860.8861083984375
26,5.207216739654541,4.021427154541016,-710.3571166992188,5.086686611175537,3.898637294769287,-1119.371337890625
27,4.9054365158081055,3.717305898666382,-462.1115417480469,4.779158592224121,3.599080801010132,-827.6266479492188
28,4.601528167724609,3.409552812576294,-374.4729309082031,4.487130165100098,3.304492235183716,-712.19189453125
29,4.33165979385376,3.14033579826355,-318.5307312011719,4.245911598205566,3.084876775741577,-701.8134765625
30,4.124065399169922,2.948943853378296,-349.7329406738281,4.080678462982178,2.9488344192504883,-741.9138793945312
31,3.9921727180480957,2.834562063217163,-440.6138000488281,3.9840750694274902,2.874648332595825,-791.6543579101562
32,3.9202818870544434,2.779573678970337,-575.5830688476562,3.937800407409668,2.8474576473236084,-864.4284057617188
33,3.886284589767456,2.760821580886841,-686.0098266601562,3.9144177436828613,2.8447022438049316,-932.4747314453125
34,3.869645595550537,2.757350444793701,-817.1558227539062,3.9021363258361816,2.8477373123168945,-1005.3885498046875
35,3.8597922325134277,2.757861375808716,-874.2670288085938,3.894277811050415,2.8512794971466064,-1075.008544921875
36,3.8539047241210938,2.7566123008728027,-970.9183959960938,3.889209032058716,2.84989857673645,-1152.274658203125
37,3.8490500450134277,2.7545480728149414,-1033.8919677734375,3.884521484375,2.84755539894104,-1214.522705078125
38,3.8443820476531982,2.7529351711273193,-1080.0489501953125,3.8796677589416504,2.84555721282959,-1248.598876953125
39,3.839691162109375,2.7492053508758545,-1113.9422607421875,3.874965190887451,2.840668201446533,-1263.6531982421875
40,3.8347396850585938,2.7459213733673096,-1118.5233154296875,3.8692967891693115,2.8379669189453125,-1243.6407470703125
41,5.470546245574951,4.306933403015137,-230.8400115966797,4.988895893096924,3.8048458099365234,-978.4172973632812
42,4.33459997177124,3.1510372161865234,-24.077407836914062,3.970566987991333,2.8865206241607666,-435.54205322265625
43,3.896116256713867,2.78713321685791,-484.5926208496094,3.911229372024536,2.889228343963623,-2749.966064453125
44,3.857421636581421,2.7715859413146973,-3330.421630859375,3.8814244270324707,2.8513054847717285,-11246.046875
45,3.8318371772766113,2.754728317260742,-683.70703125,3.848055839538574,2.8302242755889893,-1090.72509765625
46,3.770620822906494,2.7200329303741455,-194.66432189941406,3.7136166095733643,2.7255942821502686,-67.94970703125
47,3.55155611038208,2.589801549911499,-16.698776245117188,3.421182870864868,2.5549211502075195,-7.238885879516602
48,3.330641031265259,2.4443423748016357,-4.390824794769287,3.204380989074707,2.3876559734344482,-3.03706693649292
49,2.999680280685425,2.1772680282592773,-1.8447153568267822,2.7983319759368896,2.0915274620056152,-0.6264243125915527
50,2.716104030609131,1.9597389698028564,-0.4507482051849365,2.5705955028533936,1.8922535181045532,-0.16939711570739746
51,2.5159478187561035,1.8211519718170166,-0.058034300804138184,2.3926644325256348,1.7633693218231201,0.19717925786972046
52,2.3773159980773926,1.722800374031067,0.22611790895462036,2.2839760780334473,1.6834336519241333,0.30215978622436523
53,2.290052652359009,1.6566452980041504,0.34414929151535034,2.2019834518432617,1.6273199319839478,0.3959713578224182
54,2.208190679550171,1.6099574565887451,0.41598230600357056,2.1438941955566406,1.579565405845642,0.47241562604904175
55,2.133960008621216,1.561324954032898,0.4830266237258911,2.1011059284210205,1.5547020435333252,0.477816104888916
56,2.083857774734497,1.537660837173462,0.5205296874046326,2.045125961303711,1.5440815687179565,0.5658328533172607
57,2.0330281257629395,1.5078524351119995,0.5592561960220337,2.0027284622192383,1.5119774341583252,0.5785298347473145
58,1.985741376876831,1.484498143196106,0.5868794918060303,2.008974313735962,1.5446217060089111,0.592403769493103
59,1.930659294128418,1.4530237913131714,0.6171087026596069,1.9392110109329224,1.4690489768981934,0.5985364317893982
60,1.8711775541305542,1.4212509393692017,0.646263837814331,1.855463981628418,1.4281312227249146,0.651128888130188
61,6.015519142150879,4.885756015777588,-5860.84814453125,5.926272392272949,4.774996280670166,-54936.5703125
62,5.646021842956543,4.485527038574219,-384.6172790527344,5.243685245513916,4.060769557952881,-1598.30615234375
63,4.6345086097717285,3.4239985942840576,-53.790252685546875,4.166745185852051,3.0227723121643066,-1601.9932861328125
64,3.9582552909851074,2.8127636909484863,-156.3396759033203,3.9170849323272705,2.8462727069854736,-2843.02783203125
65,3.8615732192993164,2.7583327293395996,-1669.0137939453125,3.8881008625030518,2.848407506942749,-3798.313720703125
66,3.8409810066223145,2.7522597312927246,-2697.598388671875,3.866419553756714,2.83329176902771,-2131.14501953125
67,3.8138022422790527,2.7320148944854736,-1045.53076171875,3.827103614807129,2.807356834411621,-542.9505615234375
68,3.7482898235321045,2.6832547187805176,-155.27914428710938,3.6936657428741455,2.712407350540161,-62.75341033935547
69,3.5854358673095703,2.5937252044677734,-26.93784523010254,3.5267460346221924,2.6229934692382812,-15.852815628051758
70,3.4435713291168213,2.5262608528137207,-9.522013664245605,3.3891913890838623,2.5432140827178955,-6.167662143707275
71,3.3317532539367676,2.474689245223999,-4.646069049835205,3.2735233306884766,2.4731342792510986,-3.4754443168640137
72,3.194314479827881,2.38818097114563,-2.9316539764404297,3.094738006591797,2.3517415523529053,-2.252765655517578
73,3.0512514114379883,2.283958911895752,-1.9059319496154785,2.9701247215270996,2.2418506145477295,-1.5729560852050781
74,2.9281365871429443,2.161055088043213,-1.4673607349395752,2.8892786502838135,2.1385600566864014,-1.1831026077270508
75,2.82629656791687,2.042022228240967,-0.8627495765686035,2.7719175815582275,2.01853609085083,-0.6006635427474976
76,2.751021385192871,1.9615390300750732,-0.573969841003418,2.7048850059509277,1.9412680864334106,-0.43744635581970215
77,2.672617197036743,1.8786687850952148,-0.34602808952331543,2.645355463027954,1.8936129808425903,-0.21619677543640137
78,2.6006546020507812,1.8139878511428833,-0.20349156856536865,2.545469045639038,1.8136569261550903,-0.2206486463546753
79,2.496159315109253,1.7277812957763672,-0.06711125373840332,2.4628093242645264,1.739922285079956,-0.08305048942565918
80,2.407336950302124,1.6608693599700928,0.07564473152160645,2.378335475921631,1.670885682106018,0.10188102722167969
